Image,Name,Class,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: DAPI mean,Nucleus: EpCAM_E-Cadherin mean,Nucleus: cCASP3 mean,Cell: Area,Cell: EpCAM_E-Cadherin mean,Cell: cCASP3 mean,Cytoplasm: EpCAM_E-Cadherin mean,Cytoplasm: cCASP3 mean,Nucleus/Cell area ratio
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,192.94,225.19,36.75,192.78,294.3333,194.5733,99,249.2581,183.9925,222.1044,177.6185,0.365
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,187.04,233.88,58.25,191.7597,280.0515,216.6953,139.75,228.6075,193.3908,192.2849,176.9364,0.4113
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,223.71,240.2,9.25,212.225,166.25,168.425,50,142.8358,163.6567,137.0186,162.472,0.1884
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,230.73,242.97,31,408.8984,230.2344,181.4141,95.75,200.0155,170.6641,185.0811,165.3513,0.3202
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,133.87,243.91,30,341.9262,357.5,229.9672,101.25,311.6265,297.1302,291.9895,325.8807,0.2914
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,121.56,246.88,34.25,293.3913,275.4348,191.5362,116.25,201.5901,178.676,170.5213,173.2652,0.2876
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,138.74,252,17,223.9286,756.1714,2350.2856,74.75,624.3787,1362.5415,584.4415,1063.2251,0.2191
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,180.7,268.4,23.5,152.3263,4958.4634,184.7579,91.5,3401.8528,175.8311,2858.1838,172.7132,0.2485
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,213.03,273.43,28.75,241.453,262.6325,175.0427,100.5,261.8218,175.4431,261.4913,175.6063,0.2723
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,PathCellObject,,203.12,275.16,27.25,414.2523,303.1712,186.7838,98.75,213.5113,174.0479,178.7133,169.1049,0.2721
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 06).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,177.58,277.85,103.25,218.6892,1685.1663,226.853,211,2265.9929,202.5723,2827.8647,179.0839,0.4867
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,112.69,84.33,90,180.0304,962.3287,202.2983,209.75,2268.5083,202.5523,3253.5854,202.7437,0.4212
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,136.99,87.86,29,260.2101,262.563,187.7815,101.25,226.4314,177.3186,211.5536,173.0104,0.2761
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,122.04,92.45,21.5,316.0225,281.2809,192.4831,70.75,242.9444,178.0903,225.799,171.6533,0.2945
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,140.5,97.4,34.75,205.8239,251.4225,186.5704,116.25,247.094,187.2906,245.2086,187.6043,0.2933
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,128.69,98.79,37.25,269.9007,311.1457,370.3046,90.25,315.5479,284.4247,318.6542,223.8271,0.401
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,116.62,101.48,28.25,304.8547,424.7265,197.0769,93,289.008,187.4867,227.6988,183.1544,0.3011
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,228.16,101.76,28.25,291.2435,190.7217,167.513,106,150.4753,159.6024,135.5452,156.6677,0.2569
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,125.01,106.69,24.75,290.4904,252.9423,185.5769,75.5,228.8922,182.4673,216.5099,180.8663,0.3362
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,105.25,108.57,25,349.2745,198.7451,171.6471,97.75,158.6726,165.3122,144.6747,163.0993,0.246
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,79.72,116.98,149.5,143.2968,2832.418,198.8159,304,1617.1716,182.6289,425.6374,166.7577,0.4934
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,178.33,117.74,9.5,251.4146,190.9268,166.7073,49.25,161.5276,163.9598,153.8987,163.2468,0.192
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,183.05,124.48,33,384.1852,333.563,187.2741,82.75,295.7096,180.6108,270.0302,176.0905,0.3923
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,174.46,126.73,27,395.4722,276.9815,189.9074,79.5,241.1402,186.0872,222.9671,184.1502,0.322
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,202.4,127.46,14.75,187.2459,615.8853,195.3115,59,572.9587,188.1859,558.4917,185.7845,0.2345
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,209.27,131.8,17,186.6164,601.6575,193.5206,65,669.8206,189.8893,696.1481,188.4868,0.2619
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,199.2,136.6,77.5,270.0064,548.7845,361.2701,164.25,671.1387,275.5023,779.2415,199.7244,0.4632
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,117.83,137.29,26.25,159.055,239.578,176.7798,106,459.4507,171.0563,535.0536,169.0883,0.2476
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,178.05,135.7,16.5,206.1739,1942.0435,311.6522,73.5,1567.4611,309.078,1453.0973,308.292,0.2217
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,216.25,139.25,44.25,195.0614,1172.4525,195.8268,125.25,925.373,181.0992,789.2892,172.9877,0.3459
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,165.94,144.58,77,212.7556,920.3473,298.8714,186.5,1063.5892,279.1745,1166.235,265.0599,0.4174
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,188.26,143.32,40,229.0606,1255.897,209.3758,113.75,1298.7214,203.8311,1323.0034,200.6873,0.3535
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,176.15,144.5,24.25,189.3962,1166.3302,1066.9717,73.25,1885.6305,943.4678,2289.0476,874.201,0.3343
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,225.2,149.31,94.5,234.8979,1130.61,218.4031,225.25,2025.1364,192.3315,2682.2693,173.1788,0.4198
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,208.51,149.14,62.5,288.588,459.168,259.728,146.5,885.2496,220.9864,1199.469,192.4159,0.4226
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,197.07,150.05,60.25,311.7975,513.7851,263.3347,129.25,957.2505,225.422,1344.6823,192.2996,0.4583
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,110.08,149.01,46,194.0269,482.1237,314.9839,120.5,915.0474,260.1897,1184.3579,226.1037,0.3784
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,180.65,149.25,12.75,179.5273,4211.1274,653.2364,54.75,2995.2375,412.9821,2597.1785,334.3274,0.2327
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,119.8,154.34,88.5,221.6469,635.3475,296.4689,178.5,619.5615,250.1802,604.1243,204.9144,0.4931
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,136.74,155.33,115.75,253.1306,406.4176,251.0471,230.5,515.1091,225.2149,625.695,198.9325,0.4986
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,153.39,155.28,91.75,255.0135,281.9406,247.2703,191.5,423.446,223.5045,554.6667,201.4662,0.4768
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,63.58,155.18,31,261.624,279.92,194.368,110.75,218.2935,180.0768,194.0692,174.4591,0.2712
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,166.45,159.17,92.5,331.4438,366.746,239.8984,158,460.0506,231.7662,594.7838,220.0232,0.5871
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,178.49,164.17,106,306.1506,1011.5365,218.4659,216,1285.1746,217.3422,1549.4841,216.2568,0.4894
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,208.08,161.5,29.5,242.575,2588.7917,194.15,108.25,2449.3777,190.4211,2396.6025,189.0095,0.2722
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,146.08,169.7,188.25,231.2984,354.7706,249.1419,304,653.3839,238.7022,1137.587,221.7742,0.6153
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,218.7,165.01,19.75,316.6296,395.4815,178.963,71.25,257.2308,171.8811,202.6049,169.0829,0.2669
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,119.45,166.9,59,246.275,1086.2417,248.8167,135.25,1230.2324,241.6605,1344.6622,235.9735,0.4303
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,cCASP3,cCASP3,226.82,167.76,30.25,356.1452,387.7258,469,93.75,255.6755,300.3564,190.6984,217.373,0.3164
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,163.42,170.51,65.75,298.8467,413.7126,278.613,132,530.6555,268.5431,642.4579,258.9157,0.4827
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,211.25,171.84,26.5,497.5909,870.2273,186.4364,97,1105.9486,179.0694,1198.8853,176.1649,0.2727
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,109.88,172.11,48,250.0259,762.7824,463.2643,106,911.8988,341.6259,1035.9482,240.4353,0.4472
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,134.43,178.32,71.75,268.2042,632.7578,342.3633,174,988.109,265.6011,1239.8162,211.2279,0.4126
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,201.12,174.92,41,442.5576,420.9212,218.6364,123.5,435.9636,188.4777,443.5076,173.3526,0.327
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,118.31,182.92,134.75,270.237,830.0833,276.0296,255.75,1229.1627,283.8119,1672.5844,292.4589,0.523
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,102.06,181.43,58.5,200.6298,683.9787,207.9362,156.25,957.5303,208.4425,1121.9412,208.7468,0.3715
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,166.28,181.19,45,207.5604,585.8132,953.9835,119,676.1611,956.159,731.7128,957.4966,0.3801
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,193.64,180.84,27.25,239.2523,571.6216,209.2072,93.25,689.5692,188.6968,738.9736,180.1057,0.2889
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,152.09,186.37,153,251.2618,518.0536,295.8959,282.25,785.6776,280.4956,1104.031,262.176,0.5395
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,127.02,188.53,24,278.0206,381.8247,190.9278,62.25,405.585,187.6917,420.359,185.6795,0.3754
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,183.58,189.71,71.75,279.2543,968.9691,218.8282,163.5,1049.5211,207.1344,1112.7035,197.9623,0.4371
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,136.19,192.74,68.25,237.4015,519.0292,370.8869,151,607.1832,277.8218,679.9368,201.0151,0.4402
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,194.23,192.66,56.25,353.5368,508.8312,217.5455,125.5,716.5842,207.7525,891.7336,199.4964,0.4424
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,203.76,195.92,47.25,222.2887,582.1959,379.5515,144.75,419.5388,252.3834,337.5766,188.3039,0.3265
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,165.18,199.96,130.75,273.4318,326.3182,566.6799,271.25,430.2461,892.5438,528.763,1201.4417,0.4856
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,183.63,205.71,30.5,417.2195,269.252,191.5935,110.75,201.7765,183.1038,175.8406,179.8406,0.2695
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,190.27,218.18,17.75,213.7917,206,174.4583,70.5,163.8204,169.3416,149.4953,167.6038,0.2423
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,183.19,222.09,20.5,271.2235,331.6353,189.6588,78.5,219.6203,175.9715,178.4026,170.9351,0.254
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,132.85,252.2,30.75,149.3828,1390.6172,195.9688,97.25,1132.8257,182.1282,1006.8817,175.3664,0.3145
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,182.08,257.94,78,211.3762,668.7022,1068.0752,201.75,544.2302,660.3799,463.0307,394.4192,0.3896
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.17,259.37,55.5,149.4361,1528.1982,196.7313,148.5,1353.5896,185.3467,1246.4648,178.3622,0.376
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,193.63,264.77,44.25,583.257,539.5978,221.5028,131,636.1409,225.7981,686.0867,228.0202,0.3375
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,192.05,276.57,33,355.9621,322.75,191.9015,113.25,323.3877,220.2665,323.6491,231.8944,0.2789
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,228.03,280.49,28,216.0522,218.9826,172.6609,107.5,169.1578,166.3202,151.0253,164.0127,0.2552
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 07).tif,PathCellObject,,179.94,326.23,32.75,265.6324,285.7941,206.9412,90.75,209.0902,183.1557,163.7348,169.0913,0.3629
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,106.69,81.37,29.25,260.9916,279.8067,181.042,101.75,204.4401,169.7457,173.5138,165.1104,0.2824
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,115.24,80.07,21.75,205.7416,289.0562,191.5843,67.5,258.4396,182.8205,243.6304,178.5815,0.3136
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,122.01,80.31,13.75,174.3667,299.6167,190.1667,56.5,242.1667,178.6754,221.6488,174.5714,0.2515
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,127.92,85.24,20.75,244.0357,231.8214,176.5595,69.5,189.0466,168.7348,170.6205,165.3641,0.2814
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,135.78,88.97,26,250.7641,221.6604,175.1698,92.75,176.5269,166.371,158.5414,162.8647,0.2704
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,230.43,92.86,107.75,146.0023,1613.0936,169.6187,255.75,1065.2429,162.5201,653.6501,157.187,0.4271
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,120.2,91.72,34,239.6901,278.5,231.1901,105,238.4526,202.1682,218.1429,187.45,0.3211
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,109.77,91.97,20.25,190.1395,281.5349,188.5233,87.25,251.1705,178.2273,241.3534,174.8985,0.2323
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,87.92,93.42,30.5,251.3065,235.8387,181.8387,110.25,177.1403,169.3009,154.2516,164.412,0.2685
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,100.39,96.32,25.5,267.7453,269.566,179.8679,84.25,214.5249,174.9883,189.6979,172.7872,0.3017
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,214.53,100.77,19.5,182.1358,237.2963,214.1728,74,167.0134,207.1773,140.8991,204.578,0.2615
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,117.68,103.67,45.25,285.0591,503.3226,206.2849,124,453.2425,204.3447,423.4824,203.1917,0.3606
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,94.77,102.86,20,249.8706,184.5882,185.2235,63.25,164.4008,179.8599,154.4244,177.2093,0.3117
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,102.15,106.88,34,286.9276,308.1522,205.2464,88.5,312.6714,233.927,315.5321,252.0826,0.3744
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,cCASP3,cCASP3,212.48,109.46,31.75,248.3543,329.9528,4150.4565,95.75,225.4062,2041.4427,173.7432,999.2451,0.3193
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,125.43,111.2,30.5,288.1935,392.3065,611.879,92.25,416.149,604.6314,428.2163,600.9633,0.3168
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,cCASP3,cCASP3,109.8,113.1,45.25,203.7541,274.8634,279.8306,114.75,269.0065,349.2278,265.1511,394.9101,0.3932
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,99.27,118.64,27,318.5856,326.009,233.1261,94.5,359.856,481.267,373.7195,582.9041,0.2793
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,118.87,120.26,58.25,200.4237,276.2288,221.0847,145.5,241.79,239.1463,218.2319,251.5014,0.3944
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,190.87,122.94,72.25,187.4759,395.0793,176.8621,194.75,333.905,169.5366,297.6258,165.1922,0.369
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,85.84,119.94,34,266.2072,279.4214,208.9,114.5,260.2174,191.7022,251.8156,184.1781,0.2895
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 08).tif,PathCellObject,,94.25,125.93,15.5,159.3906,373.75,209.2812,69.25,304.3237,228.9029,283.5608,234.771,0.2141
